id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
13905,The help team didnt transfer me to my specific question !!,the help team didnt transfer me to my specific question,2,positive,Relief,positive,Clothing,11,10,medium,2,1,0,en,positive
13906,Ok so The person on the phone resolved the thing without five different departments Fascinating,ok so the person on the phone resolved the thing without five different departments,2,positive,Satisfaction,positive,Clothing,15,14,medium,0,1,0,en,positive
13907,so  the agent provided an actual human response to five different departments ??,so the agent provided an actual human response to five different departments,2,positive,Amusement,positive,Automotive,13,12,medium,2,1,0,en,positive
13908,look the email support didn't make me listen to my specific question,look the email support didn't make me listen to my specific question,2,positive,Amusement,positive,Sports & Outdoors,12,12,medium,0,1,0,en,positive
13909,if im being real the help team actually spoke to me like fiv edifferent departments yup ??,if im being real the help team actually spoke to me like fiv edifferent departments,2,positive,Relief,positive,Automotive,17,15,long,1,1,0,en,positive
13910,Honestly The chat representative actually spoke to me like five different departments ok,honestly the chat representative actually spoke to me like five different departments ok,2,positive,Amusement,positive,Home & Kitchen,13,13,medium,0,1,0,en,positive
13911,the agent provided an actual human response to a real human being anyway,the agent provided an actual human response to a real human being,2,positive,Satisfaction,positive,Electronics,13,12,medium,3,1,0,en,positive
13912,The email support provided an actual human response to robotic elevator music Just putting it out there wow,the email support provided an actual human response to robotic elevator music just putting it out there,2,positive,Amusement,positive,Automotive,18,17,long,3,1,0,en,positive
13914,I guess The chat representative actually spoke to me like a real human being tbh,i guess the chat representative actually spoke to me like a real human being,2,positive,Relief,positive,Clothing,15,14,medium,0,1,0,en,positive
13915,So The person on the phone resolved the thing wihtout putting me on hold yeah,so the person on the phone resolved the thing wihtout putting me on hold,2,positive,Amusement,positive,Home & Kitchen,15,14,medium,1,1,0,en,positive
13916,Ok so The person on the phone resolved the thing without puttin gme on hold hmm,ok so the person on the phone resolved the thing without puttin gme on hold,2,positive,Satisfaction,positive,Clothing,16,15,long,2,1,0,en,positive
13917,Well The help team provided an actual human response to putting me on hold Fascinating,well the help team provided an actual human response to putting me on hold,2,positive,Relief,positive,Sports & Outdoors,15,14,medium,4,1,0,en,positive
13919,ok  so the email support didnt transfer me to my specific question just putting it out there,ok so the email support didnt transfer me to my specific question just putting it out there,2,positive,Satisfaction,positive,Electronics,17,17,long,2,1,0,en,positive
13920,Okay The chat representative didn't transfer me to putting me on hold Make of that what you will yeah,okay the chat representative didn't transfer me to putting me on hold make of that what you will,2,positive,Relief,positive,Sports & Outdoors,19,18,long,1,1,0,en,positive
13923,Ok so The agent didn't make me listen to five different departments .,ok so the agent didn't make me listen to five different departments,2,positive,Satisfaction,positive,Home & Kitchen,13,12,medium,2,1,0,en,positive
13924,Look The email support resolved the thing without my specific question yeah,look the email support resolved the thing without my specific question,2,positive,Satisfaction,positive,Automotive,12,11,medium,3,1,0,en,positive
13925,The person on the phone provided an actual human response to robotic elevator music Take it or leave it !!,the person on the phone provided an actual human response to robotic elevator music take it or leave it,2,positive,Amusement,positive,Sports & Outdoors,20,19,long,4,1,0,en,positive
13927,Okay The help team didn't transfer me to my specific question Whatever lol,okay the help team didn't transfer me to my specific question,2,positive,Relief,positive,Sports & Outdoors,13,11,medium,3,1,0,en,positive
13928,Listen  The help team didnt make me listen to a real human being Oh well yeah,listen the help team didnt make me listen to a real human being oh well,2,positive,Amusement,positive,Automotive,16,15,long,0,1,0,en,positive
13929,the chat representative didn't transfer me to putting me on hold anyway ok,the chat representative didn't transfer me to putting me on hold ok,2,positive,Relief,positive,Electronics,13,12,medium,1,1,0,en,positive
13930,If im being real The help team resolved the thing without a real human being ok,if im being real the help team resolved the thing without a real human being ok,2,positive,Satisfaction,positive,Sports & Outdoors,16,16,long,4,1,0,en,positive
13931,Honestly  The agent resolved the thing without my specific question Whatever lol,honestly the agent resolved the thing without my specific question,2,positive,Amusement,positive,Sports & Outdoors,12,10,medium,5,1,0,en,positive
13932,the help team didn't make me listen to robotic elevator music take it or leave it !!,the help team didn't make me listen to robotic elevator music take it or leave it,2,positive,Satisfaction,positive,Sports & Outdoors,17,16,long,0,1,0,en,positive
13933,Ok  so The chat representative provided an actual human response to robotic elevator music ??,ok so the chat representative provided an actual human response to robotic elevator music,2,positive,Satisfaction,positive,Home & Kitchen,15,14,medium,1,1,0,en,positive
13934,If im being real The help team resolved the thing without robotic elevator music Fascinating !!,if im being real the help team resolved the thing without robotic elevator music,2,positive,Satisfaction,positive,Clothing,16,14,medium,0,1,0,en,positive
13936,honestly the help team provided an actual human response to five different departments tbh,honestly the help team provided an actual human response to five different departments,2,positive,Satisfaction,positive,Automotive,14,13,medium,1,1,0,en,positive
13937,Look The person on the phone didn't make me listen to robotic elevator music Whatever ??,look the person on the phone didn't make me listen to robotic elevator music,2,positive,Amusement,positive,Automotive,16,14,medium,0,1,0,en,positive
